source,target
2558866408,1973070943
2558866408,2080892231
2558866408,2065615376
2558866408,1561224564
2118803519,2043002852
2118803519,2048128407
2118803519,2006477706
2118803519,2248029919
2341978580,2106351948
2341978580,2063833216
2341978580,2169149460
2073764051,2083281122
2073764051,2043002852
2073764051,1996922388
2073764051,2086349579
2073764051,2083197550
2073764051,2018297962
2073764051,2068580990
2073764051,1972427274
2073764051,1967892600
2073764051,2077894907
2073764051,1993243599
2073764051,2081497821
2073764051,2073691881
2073764051,1974657071
2073764051,2030715167
1619582917,640388030
1619582917,1971492509
1619582917,1964697192
2021511333,1623899554
2021511333,2012666849
2023360712,1996922388
2023360712,2086349579
2023360712,2083197550
2023360712,201224041
2023360712,2018297962
2023360712,1964697192
2023360712,2086871164
2023360712,2018601649
2023360712,2045381284
2023360712,2098526008
2023360712,2305136657
2023360712,2047827914
2473646473,2278448846
2473646473,2064106118
2473646473,2080276144
2473646473,1565635388
2473646473,2210439597
2061640342,2077502906
2082358101,2028089885
2082358101,2588307287
2063777496,2058105619
2063777496,2043841568
1510549050,2118474933
2041040063,1971492509
2041040063,1600278610
2041040063,2094008368
2041040063,2320121120
2041040063,2078123721
1569176441,2037028543
2152482502,2083281122
2152482502,2091460873
2152482502,2202777762
2152482502,1798489336
2152482502,2278448846
2152482502,1990868684
2152482502,2017167989
2142654872,2011551841
2142654872,1998327661
2154502627,2142654872
2154502627,74010801
2016660801,2064675821
2016660801,2077502906
2744708479,1504183433
2744708479,2553066784
2744708479,1887261132
2132441697,1993243599
2371542881,1623899554
2371542881,2393184366
2371542881,2369698547
2521066519,1968999285
2521066519,864372470
2521066519,2004638404
2521066519,2296421709
2521066519,2086349579
2521066519,1913732766
2521066519,1609821603
2521066519,2060133927
2521066519,2087375155
2521066519,1859986355
2521066519,2497468488
2521066519,1971256359
2521066519,2055061524
2521066519,2089705972
2521066519,2029890934
1972313293,2086349579
1972313293,2077894907
1972313293,2083511573
1972313293,2041040063
1972313293,2094008368
1972313293,2326820390
2012826144,1504183433
2012826144,2037028543
2012826144,1990461424
2029890934,1623899554
2029890934,2106652097
2029890934,1983558151
2029890934,2083122172
1989914450,1504183433
1989914450,1623899554
2014439803,2037028543
2014439803,1996922388
2014439803,2018297962
1990461424,1504183433
1990461424,2037028543
1990461424,201224041
1990461424,1530780495
1990461424,2320121120
1973070943,201224041
2091279645,2087495557
1254409997,2071719485
1254409997,2021984623
1254409997,2005426878
1254409997,2053204079
2517883994,2083281122
2517883994,2057414382
2517883994,1545072659
2517883994,2012938189
1886711746,2091460873
1886711746,1798489336
1886711746,1932582440
1886711746,2042474989
1886711746,1996922388
1886711746,1990868684
1886711746,2008235313
1886711746,2152482502
1886711746,2009166224
735113,2087495557
2094008368,2280313909
1983537111,2093697299
1983537111,2127124992
2316445941,2043002852
2316445941,2129493656
2316445941,2037028543
2316445941,2004638404
2316445941,1996922388
2316445941,201224041
2316445941,2018297962
2316445941,1609821603
2316445941,1990868684
2316445941,1989682539
2316445941,2086871164
2316445941,1916920390
2316445941,1530780495
2316445941,2021511333
2316445941,1569176441
2316445941,1986381507
2316445941,2320121120
2316445941,2037542203
1802487747,1977405945
1802487747,2004944143
1908192776,2087495557
74010801,2011551841
74010801,1978602984
74010801,2010502171
74010801,1998327661
74010801,2048128407
74010801,1964697192
74010801,1983754633
74010801,2118803519
1974264916,1504183433
1974264916,2043002852
1974264916,1989837633
1974264916,2086349579
1974264916,2018297962
1974264916,2155545446
1974264916,2086871164
1974264916,2059580680
1974264916,2081497821
1974264916,2045381284
1974264916,2026890993
1974264916,391919516
2053204079,2037028543
2053204079,2018297962
2053204079,1916920390
2053204079,1983558151
2053204079,2313038701
2053204079,2471613662
2053204079,2119181641
2053204079,1525795913
2053204079,2012666849
2053204079,49351912
2339652516,2074471048
2339652516,2091460873
2339652516,1932582440
2339652516,2042474989
2339652516,1996922388
2339652516,2057414382
2339652516,1545072659
2339652516,1990868684
2339652516,2012938189
2339652516,1996648577
2339652516,1996716416
2339652516,2059390955
2339652516,2152482502
2339652516,1886711746
2339652516,2078438405
2339652516,2178611632
2045381284,1996922388
2045381284,2086349579
2045381284,2068580990
2045381284,1972427274
2045381284,1991893215
2045381284,2086871164
2045381284,2073691881
2045381284,2007351065
2045381284,2098526008
2299529876,2037028543
2299529876,1916920390
2299529876,1600278610
1580987700,1609821603
2043153484,1978845392
2043153484,2010606670
1754677542,1504183433
1754677542,2202777762
1754677542,2037028543
1754677542,2057414382
1754677542,1967892600
1754677542,2093651953
1754677542,2053204079
1754677542,2040068061
1754677542,2081522708
1986381507,1964697192
1986381507,2111643547
1575247910,2169149460
1575247910,1602360625
2106652097,1983558151
2095112144,2083281122
2095112144,2202777762
2095112144,2077894907
2095112144,2083511573
2095112144,2033472262
2095112144,2013626527
2095112144,1972313293
2060948559,2043002852
2060948559,2004638404
2060948559,1996922388
2060948559,2071719485
2060948559,201224041
2060948559,1964697192
2060948559,1497653339
2060948559,2087375155
2060948559,2086871164
2060948559,2129428187
2060948559,2005426878
2060948559,735113
2099711746,1964697192
2099711746,1497653339
2099711746,2043310452
2099711746,2091306062
2099711746,2102447444
1762143295,2034101834
1762143295,2081815530
2111304032,2142566733
2030715167,2037028543
2030715167,1916920390
2030715167,1600278610
2030715167,2073691881
2030715167,2299529876
2030715167,2471613662
2044121421,2087495557
2156401192,2047626464
1707484866,2011551841
1707484866,2091460873
1707484866,1932582440
1707484866,1545072659
1707484866,2027322285
2080892231,2043002852
2080892231,1996922388
2080892231,1993243599
2080892231,2081497821
2080892231,2169676896
2753856650,1504183433
2753856650,1996648577
2753856650,2116955146
2753856650,2316445941
2145033111,1964697192
2069152987,2155545446
2069152987,2073691881
2069152987,2305136657
1899436965,1497653339
1899436965,1872118864
1899436965,2061400599
1899436965,2029162279
2006656424,1504183433
2006656424,1623899554
2006656424,2083197550
2006656424,201224041
2098526008,2086349579
2098526008,2068580990
2098526008,2086871164
2098526008,2079420092
2040068061,2083281122
2040068061,2077389783
2040068061,2129196647
2284181864,2071719485
2284181864,2157716938
2284181864,1980893636
2284181864,2013626527
2284181864,2127124992
2284181864,2170059286
2284181864,1967050232
2284181864,2049459511
2284181864,1992231127
2284181864,1876660364
2081522708,2202777762
2115173695,1584092637
2756282309,2287166047
2756282309,2018297962
2756282309,2073163184
2756282309,2074039810
2756282309,2049316705
2756282309,2316445941
1780431662,2202777762
1780431662,1798489336
1780431662,1932582440
1780431662,2042474989
1780431662,1545072659
1780431662,2012938189
1780431662,2059390955
2774922201,1968999285
2774922201,2101953912
2774922201,864372470
2774922201,1913732766
2774922201,2497468488
2774922201,2553066784
2774922201,2521066519
2774922201,2029890934
2774922201,2581090017
2774922201,2083122172
2099160475,1575247910
2091306062,2043310452
2209635738,2037028543
2209635738,2086349579
2209635738,201224041
2209635738,2077894907
2209635738,2083511573
2209635738,1600278610
2209635738,1940182112
2209635738,2041040063
2209635738,1972313293
2209635738,2094008368
2209635738,2299529876
2209635738,810114590
2209635738,2130399979
1927361940,2037028543
1927361940,2083197550
1927361940,201224041
1927361940,1600278610
1927361940,1530780495
1927361940,2071043271
1927361940,1569176441
1927361940,1989914450
1927361940,2299529876
1927361940,2030715167
1927361940,2006656424
1927361940,2078123721
1927361940,114447599
1927361940,251064908
2146398250,2049496821
2146398250,2059859259
2023573580,2085760485
2049432705,1481905924
2049432705,2064106118
2049432705,1940182112
2049432705,2009753852
1900334753,2004638404
1900334753,1609821603
2478108183,1998327661
2478108183,1496823833
2478108183,2140558412
2478108183,2089919337
2478108183,1967368049
175056903,2037028543
175056903,1916920390
175056903,1600278610
175056903,2073691881
175056903,2320121120
175056903,2313038701
175056903,2471613662
175056903,1525795913
175056903,262012135
1960013577,1513488900
1960013577,2004944143
1960013577,2014535238
2106186799,1996922388
2106186799,2083197550
2106186799,2018297962
2106186799,2155545446
2106186799,2073691881
2106186799,2008785277
2102447444,2043310452
2080276144,1998327661
2080276144,2064106118
2080276144,2086871164
2080276144,1990453689
2080276144,2116955146
2080276144,1940182112
2080276144,2045381284
2080276144,1975517954
2105070611,2049496821
2105070611,2050776140
2105070611,2550556154
1602360625,1932825008
1602360625,2050776140
1602360625,2146429040
1602360625,1960013577
2509719940,864372470
2509719940,2086349579
2509719940,2118955670
2509719940,2147809505
2509719940,1997841652
2509719940,2068580990
2509719940,2087375155
2509719940,2155545446
2509719940,1859986355
2509719940,2497468488
2509719940,2086871164
2509719940,2074039810
2509719940,2021984623
2509719940,1990453689
2509719940,2116955146
2509719940,2039824329
2509719940,1940182112
2509719940,2005426878
2509719940,2055061524
2509719940,2017313399
2509719940,2060948559
2509719940,2039572006
1887261132,1513488900
1887261132,2087495557
2188335622,1504183433
2188335622,2043002852
2188335622,1989837633
2188335622,2004638404
2188335622,1996922388
2188335622,201224041
2188335622,1990868684
2188335622,2081744794
2188335622,2081497821
2188335622,1940182112
2188335622,2073764051
2188335622,2007351065
2188335622,2014439803
2188335622,2241619111
2188335622,149589230
2188335622,643845392
1680212286,2093468690
1680212286,1999741657
1973049152,1497653339
1973049152,2148982690
1973049152,2048487042
1973049152,1519569236
2064182806,1504183433
2064182806,2043002852
2064182806,1996922388
2064182806,1481905924
2064182806,2060133927
2064182806,2068580990
2064182806,2081497821
2064182806,1990453689
2064182806,1977556304
1675140634,2093697299
1919207672,2093697299
1919207672,1675140634
2026890993,201224041
2026890993,1972427274
2026890993,2083511573
2026890993,2086871164
2026890993,2073691881
2026890993,2757331265
1967050232,2164345547
1967050232,1978845392
1967050232,2091294729
1967050232,2052351095
1967050232,2091279645
2591784366,2086349579
2591784366,2083197550
2591784366,1600278610
2591784366,2371542881
2128154753,2320121120
1970008495,1971492509
1970008495,1965502928
1970008495,1982468577
2085990311,2026838648
2085990311,2083511573
2085990311,2095105537
2078123721,1916920390
2078123721,1968506954
2003183031,2058105619
2003183031,2016685829
2003183031,2088117221
2560232088,1968999285
2560232088,864372470
2560232088,2071719485
2560232088,1913732766
2560232088,1609821603
2560232088,1964697192
2560232088,2021984623
2560232088,2553066784
2560232088,2132441697
1967691163,1497653339
1967691163,2091306062
1971447458,1623899554
1971447458,2106652097
1971447458,1983558151
2117878580,1504183433
2117878580,2043002852
2117878580,2037028543
2117878580,1996922388
2117878580,1993243599
2117878580,2132441697
2117878580,1990461424
2117878580,2320121120
2117878580,2025759632
2107204415,2083281122
2107204415,1932582440
2107204415,2086349579
2107204415,2017167989
2107204415,1940182112
2107204415,2095112144
2107204415,2209635738
2107204415,2083103609
2107204415,2033569146
2107204415,2060149758
2107204415,2339898196
1480103247,40619706
1480103247,2049496821
1480103247,2050776140
1480103247,1978845392
1480103247,2091294729
1480103247,2155857951
1480103247,2144709937
1480103247,2043841568
1480103247,2111374930
1480103247,1619582917
1480103247,2138502909
1480103247,1939167449
2009166224,2083281122
2009166224,2074471048
2009166224,2091460873
2009166224,1798489336
2009166224,1932582440
2009166224,2042474989
2009166224,1967892600
2009166224,2017167989
2009166224,2470067090
2009166224,1977405945
2009166224,2152482502
2146644577,1998327661
2146644577,2202777762
2146644577,1496823833
2146644577,2140558412
2146644577,2086349579
2146644577,1990453689
2146644577,1966001053
2146644577,2317124916
2049459511,2058105619
2049459511,1513488900
2049459511,1971492509
2049459511,2129428187
2049459511,1999741657
2049459511,2016685829
2049459511,2148982690
2049459511,1973049152
2049459511,2088117221
2049459511,2061400599
2049459511,2048487042
2049459511,2104735664
2049459511,1519569236
2180279899,2073163184
2180279899,2016685829
2180279899,2118474933
2180279899,2061400599
2550556154,2164345547
2039730489,2030746523
2133797356,2150509498
2133797356,1966654499
2078438405,1996716416
2129196647,2083281122
2129196647,2077389783
1992231127,2058105619
1992231127,2108976547
2148089768,2043002852
2148089768,1481905924
2148089768,2060133927
2148089768,1990453689
2156594430,1932825008
2156594430,2074665709
2156594430,2146398250
2156594430,2138502909
2156594430,2518811047
114447599,2037028543
2077049425,2087495557
1565635388,1993243599
1565635388,2073691881
1565635388,2118803519
2066985544,2128154753
2419296173,2011551841
2419296173,1998327661
2419296173,2159075000
1992545015,1964697192
1992545015,2015345393
2012765458,2011551841
2012765458,1978602984
2012765458,2010502171
2012765458,1481905924
2012765458,201224041
2012765458,1983754633
2012765458,1530780495
2012765458,74010801
2012765458,175056903
2012765458,991265790
2606828902,2074471048
2606828902,2091460873
2606828902,2202777762
2606828902,1798489336
2606828902,2278448846
2606828902,2057414382
2606828902,1545072659
2606828902,2027322285
2606828902,2012938189
2606828902,1996716416
2606828902,2059390955
2606828902,1966001053
2606828902,2008235313
2606828902,1707484866
2606828902,2081522708
2606828902,145409174
2547686582,1998327661
2547686582,2089919337
2547686582,2018297962
2547686582,1993243599
2547686582,2009166224
2064844194,2164345547
2064844194,1978845392
2064844194,1513488900
2064844194,1971492509
2783124450,2061640342
991265790,2037028543
991265790,201224041
991265790,1916920390
991265790,1600278610
991265790,2320121120
991265790,2078123721
991265790,2333744475
145409174,2083281122
145409174,2074471048
145409174,2017167989
2790317606,2064106118
2790317606,2060133927
2790317606,2147809505
2790317606,1997841652
2790317606,2087375155
2790317606,2086871164
2790317606,2059580680
2790317606,1990453689
2790317606,2055061524
2790317606,2023360712
2790317606,2098526008
2790317606,2080276144
2790317606,2509719940
2470013172,1989837633
2470013172,2060133927
2470013172,2087375155
2470013172,2086871164
2470013172,2059580680
2470013172,2074039810
2470013172,2017313399
2470013172,2039572006
2470013172,1418139732
2038209617,1978845392
2038209617,2028089885
2038209617,2091121559
2038209617,1939167449
2178611632,2012938189
2048361180,2074471048
2042456470,1513488900
2138502909,2164345547
2138502909,1978845392
2138502909,2058105619
2138502909,1623899554
2138502909,1971492509
2138502909,2157716938
2138502909,1497653339
2138502909,2129428187
2138502909,2016685829
2138502909,2043153484
2138502909,2099711746
2138502909,2003183031
2138502909,2049459511
2138502909,2088117221
2801699037,2011551841
2801699037,1998327661
2801699037,1932825008
2801699037,2287166047
2801699037,2202777762
2801699037,2050776140
2801699037,2089919337
2801699037,1991238184
2801699037,2587918125
2801699037,1913732766
2801699037,1834220646
2801699037,2064106118
2801699037,1609821603
2801699037,1990868684
2801699037,2118955670
2801699037,1966654499
2801699037,2027322285
2801699037,2074665709
2801699037,1985496542
2801699037,1859986355
2801699037,2083511573
2801699037,2073163184
2801699037,2470067090
2801699037,2008235313
2801699037,2604671466
2801699037,2073858706
2801699037,2049316705
2801699037,2041040063
2801699037,2146429040
2801699037,2152482502
2801699037,2521066519
2801699037,1973049152
2801699037,2560232088
2801699037,2009166224
2801699037,1577992273
2801699037,2653005600
2801699037,2174488537
2088117221,1978845392
2088117221,2058105619
2088117221,1513488900
2088117221,2016685829
2789473377,2043002852
2789473377,2037028543
2789473377,2083197550
2789473377,1916920390
2789473377,2074039810
2789473377,2744708479
2789473377,2053204079
2789473377,2006656424
2789473377,2623771445
2789473377,1991387883
1831057746,2074665709
1831057746,1497653339
1831057746,2099711746
2164494695,40619706
2164494695,1913732766
2164494695,1609821603
2164494695,2041040063
2164494695,1671268003
2757331265,2586697474
2021323351,2037028543
2021323351,2018297962
2021323351,80975996
2021323351,2053204079
2021323351,2135880168
2021323351,279359556
2526257167,864372470
2526257167,2296421709
2526257167,1609821603
2526257167,1545519422
2526257167,2089705972
2526257167,1900334753
1581355799,2021995710
2546838577,1485496002
2546838577,2067408383
2171024013,2052351095
2171024013,2044121421
2030361317,2145033111
1975736808,2011551841
1975736808,251064908
2735379888,1990868684
2735379888,2069152987
2735379888,2572406742
2789845210,1504183433
2789845210,2004638404
2789845210,1481905924
2789845210,1913732766
2789845210,1859986355
2789845210,2497468488
2789845210,2735379888
2789845210,2756190765
2789845210,2116714053
2789845210,2762225601
2789845210,2753189905
2789845210,2623771445
2789845210,2763893603
1550743993,2118474933
1577992273,1964697192
2115374745,2091294729
2115374745,2057783847
2333744475,2202777762
2333744475,2037028543
2333744475,201224041
2333744475,1916920390
2333744475,1600278610
2333744475,1530780495
2333744475,2021511333
2333744475,2299529876
2333744475,2037542203
2103968990,1989837633
2103968990,1972427274
2103968990,2360936073
2103968990,2073764051
2103968990,2371542881
2152003276,2010502171
2525847885,2011551841
2525847885,2010502171
2525847885,1798489336
2525847885,2278448846
2525847885,2165294625
2217155183,1623899554
2217155183,1804101806
2151684997,1974519537
2566094207,1993243599
2566094207,2017167989
2566094207,2077389783
2566094207,1586757444
587156963,1504183433
587156963,1990868684
587156963,2118955670
587156963,1972427274
587156963,2152482502
587156963,2080892231
587156963,2066265557
587156963,2023573580
587156963,153042908
587156963,2241619111
587156963,2060149758
587156963,2141111303
2025333233,2202777762
2025333233,2083511573
2025333233,2033472262
1964886583,2170059286
1968506954,1964697192
1968506954,2038220201
1872118864,2029162279
1872118864,2010738506
170043762,1504183433
170043762,2116955146
170043762,2073764051
170043762,2021511333
2562767789,2083281122
2562767789,2091460873
2562767789,2278448846
2562767789,2106351948
2562767789,2093651953
2562767789,2341978580
2562767789,2339652516
2562767789,1894561178
2562767789,2093147198
1965300569,1964697192
2581090017,2043002852
2581090017,1968999285
2581090017,2064106118
2581090017,2060133927
2581090017,2087375155
2581090017,1545519422
2581090017,2086871164
2581090017,2074039810
2581090017,1971256359
2581090017,2055061524
2581090017,2089705972
2581090017,2091121559
2581090017,1580987700
2581090017,2106652097
2581090017,2080276144
2581090017,2528926568
2808461187,2043002852
2808461187,2086349579
2808461187,2587918125
2808461187,2064106118
2808461187,2147809505
2808461187,2087375155
2808461187,2077894907
2808461187,2086871164
2808461187,2074039810
2808461187,1990453689
2808461187,1940182112
2808461187,1972313293
2808461187,2209635738
2808461187,2080276144
2808461187,2509719940
2808461187,1565635388
2808461187,2790317606
1975989601,2118474933
1975989601,2470188881
1975989601,1989995760
2165294625,2011551841
2165294625,2047834271
2165294625,1998327661
2165294625,2291076239
2061400599,1497653339
2061400599,2055449715
1984256151,2004638404
1984256151,2081497821
2079584306,2119181641
2079584306,2025759632
1589703532,2043002852
1589703532,2021984623
1589703532,2005426878
1589703532,2077389783
1589703532,2053204079
1502970699,2083281122
1502970699,2202777762
1502970699,1996922388
1502970699,1972427274
1502970699,1967892600
1502970699,2083511573
1502970699,2017167989
1502970699,2033472262
1502970699,1966001053
1502970699,2077389783
1502970699,1997575625
1502970699,2041040063
1502970699,2069152987
2074681985,1978845392
2074681985,2043310452
2074681985,2091279645
2074681985,2077049425
2074681985,2042456470
1980316416,1980893636
1980316416,1983537111
2591287808,2523454627
2029162279,1497653339
2029162279,2061400599
2029162279,2055449715
2151714656,2058105619
2151714656,2157716938
2151714656,2052351095
2151714656,2091279645
2151714656,1964886583
2151714656,2077467164
